Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","531","Cherries","2017","2017","USD","268.8","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","530","Cherries, sour","2017","2017","USD","254.4","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","USD","348.1","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","767","Cotton lint","2017","2017","USD","394.2","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","329","Cottonseed","2017","2017","USD","394.2","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","533.1","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","399","Eggplants (aubergines)","2017","2017","USD","174.4","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","USD","1366.1","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","1872.7","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","560","Grapes","2017","2017","USD","196.7","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","242","Groundnuts, with shell","2017","2017","USD","1267.7","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","1182","Honey, natural","2017","2017","USD","2596.7","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","201","Lentils","2017","2017","USD","975.6","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","164.3","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","973","Meat live weight, buffalo","2017","2017","USD","1080.4","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2017","2017","USD","815.9","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","USD","669.4","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","1033","Meat live weight, goat","2017","2017","USD","1863.3","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2017","2017","USD","1669.7","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2017","2017","USD","1945.3","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","951","Milk, whole fresh buffalo","2017","2017","USD","732.2","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2017","2017","USD","377.4","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","1020","Milk, whole fresh goat","2017","2017","USD","368.9","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","982","Milk, whole fresh sheep","2017","2017","USD","689.8","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2017","2017","USD","1416.1","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","USD","179.1","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","238.5","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","521","Pears","2017","2017","USD","328.5","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","187","Peas, dry","2017","2017","USD","267.7","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","USD","182","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","748","Peppermint","2017","2017","USD","2737","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","536","Plums and sloes","2017","2017","USD","195.3","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","222.5","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","USD","145.6","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","523","Quinces","2017","2017","USD","242.8","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","270","Rapeseed","2017","2017","USD","372.6","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","547","Raspberries","2017","2017","USD","778","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","27","Rice, paddy","2017","2017","USD","270.8","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","83","Sorghum","2017","2017","USD","179.4","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","236","Soybeans","2017","2017","USD","364.9","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","544","Strawberries","2017","2017","USD","865.5","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","267","Sunflower seed","2017","2017","USD","362.8","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2017","2017","USD","2027","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","445.1","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","97","Triticale","2017","2017","USD","158.5","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","222","Walnuts, with shell","2017","2017","USD","1097.2","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","143.5","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","173.3","","Official data"
"PP","Producer Prices - Annual","27","Bulgaria","5532","Producer Price (USD/tonne)","987","Wool, greasy","2017","2017","USD","351.5","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","486","Bananas","2017","2017","USD","1201","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","USD","3991.2","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","USD","1847.8","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","2200.6","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","125","Cassava","2017","2017","USD","2354.2","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","1632.9","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","3579","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","USD","2924","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","722.4","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","1100.7","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","1947.9","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","USD","2207.1","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","122","Sweet potatoes","2017","2017","USD","1741.5","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","1747.3","","Official data"
"PP","Producer Prices - Annual","35","Cabo Verde","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","1675.7","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","USD","471.8","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","526","Apricots","2017","2017","USD","1459.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","367","Asparagus","2017","2017","USD","3516.5","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","USD","148.8","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","176","Beans, dry","2017","2017","USD","622.5","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","USD","536.2","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","552","Blueberries","2017","2017","USD","978.5","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","260.5","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","USD","695","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","531","Cherries","2017","2017","USD","2792.7","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","530","Cherries, sour","2017","2017","USD","742.9","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","USD","765","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","554","Cranberries","2017","2017","USD","703.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","452.4","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","USD","1767.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","8259.2","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","560","Grapes","2017","2017","USD","1367.3","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2017","2017","USD","1349.5","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","201","Lentils","2017","2017","USD","483.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","USD","698.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","333","Linseed","2017","2017","USD","367.9","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","146.7","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","446","Maize, green","2017","2017","USD","305.4","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2017","2017","USD","2350.3","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","USD","1587.4","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2017","2017","USD","1179.5","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","1013","Meat live weight, sheep","2017","2017","USD","1888.2","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","1088","Meat live weight, turkey","2017","2017","USD","1733.8","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","568","Melons, other (inc.cantaloupes)","2017","2017","USD","332.6","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2017","2017","USD","564.2","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","449","Mushrooms and truffles","2017","2017","USD","3325.7","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","75","Oats","2017","2017","USD","146","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","285.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2017","2017","USD","1264.4","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","521","Pears","2017","2017","USD","911.2","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","187","Peas, dry","2017","2017","USD","237.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","USD","411.6","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","536","Plums and sloes","2017","2017","USD","1631.7","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","227","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","USD","249.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","270","Rapeseed","2017","2017","USD","383.9","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","547","Raspberries","2017","2017","USD","2816.2","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","71","Rye","2017","2017","USD","120.3","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","236","Soybeans","2017","2017","USD","344.9","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","373","Spinach","2017","2017","USD","1656.6","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","544","Strawberries","2017","2017","USD","3481.5","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","826","Tobacco, unmanufactured","2017","2017","USD","4415.4","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","177.1","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","332.6","","Official data"
"PP","Producer Prices - Annual","33","Canada","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","180.7","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","USD","650.1","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","526","Apricots","2017","2017","USD","1295.6","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","367","Asparagus","2017","2017","USD","2128.3","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","572","Avocados","2017","2017","USD","2463.2","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","176","Beans, dry","2017","2017","USD","2284.2","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","USD","1331.4","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","469.4","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","531","Cherries","2017","2017","USD","2430.1","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","191","Chick peas","2017","2017","USD","2862.1","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","USD","1747.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","554","Cranberries","2017","2017","USD","3986.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","569","Figs","2017","2017","USD","1805.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","3219.1","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","507","Grapefruit (inc. pomelos)","2017","2017","USD","823.2","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","560","Grapes","2017","2017","USD","1880","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","592","Kiwi fruit","2017","2017","USD","993.6","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","497","Lemons and limes","2017","2017","USD","966.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","201","Lentils","2017","2017","USD","2407","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","204.1","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2017","2017","USD","1779.9","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","USD","1112.9","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","1121","Meat live weight, horse","2017","2017","USD","1226","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2017","2017","USD","1261.2","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","867","Meat, cattle","2017","2017","USD","4292","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","1035","Meat, pig","2017","2017","USD","2549.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","882","Milk, whole fresh cow","2017","2017","USD","347.7","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","294.9","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","490","Oranges","2017","2017","USD","963.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","600","Papayas","2017","2017","USD","2134.8","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","534","Peaches and nectarines","2017","2017","USD","1345.6","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","521","Pears","2017","2017","USD","657.1","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","187","Peas, dry","2017","2017","USD","1772.4","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","417","Peas, green","2017","2017","USD","1033.3","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","587","Persimmons","2017","2017","USD","1207.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","536","Plums and sloes","2017","2017","USD","656.8","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","116","Potatoes","2017","2017","USD","285","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","394","Pumpkins, squash and gourds","2017","2017","USD","558.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","523","Quinces","2017","2017","USD","654.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","547","Raspberries","2017","2017","USD","3936.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","27","Rice, paddy","2017","2017","USD","300.4","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","373","Spinach","2017","2017","USD","1117.3","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","544","Strawberries","2017","2017","USD","2020.5","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","495","Tangerines, mandarins, clementines, satsumas","2017","2017","USD","868.3","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","677.4","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","420","Vegetables, leguminous nes","2017","2017","USD","556.6","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","843.2","","Official data"
"PP","Producer Prices - Annual","40","Chile","5532","Producer Price (USD/tonne)","15","Wheat","2017","2017","USD","216.2","","Official data"
"PP","Producer Prices - Annual","96","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","485","Bananas non-Cavendish","2017","2017","USD","2424","","Official data"
"PP","Producer Prices - Annual","96","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","USD","6100.2","","Official data"
"PP","Producer Prices - Annual","96","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","512","Fruit, citrus nes","2017","2017","USD","2309.7","","Official data"
"PP","Producer Prices - Annual","96","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","1095","Meat live weight, chicken","2017","2017","USD","4637.3","","Official data"
"PP","Producer Prices - Annual","96","China, Hong Kong SAR","5532","Producer Price (USD/tonne)","1056","Meat live weight, pig","2017","2017","USD","3141.2","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","176","Beans, dry","2017","2017","USD","1255.7","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","348.9","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","125","Cassava","2017","2017","USD","223.8","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","USD","882.8","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","407","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","USD","274.9","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","382.3","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","945","Meat live weight, cattle","2017","2017","USD","1846.7","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","403","Onions, dry","2017","2017","USD","953.3","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","600","Papayas","2017","2017","USD","322.5","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","487","Plantains","2017","2017","USD","120","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","27","Rice, paddy","2017","2017","USD","480","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","388","Tomatoes","2017","2017","USD","1300.4","","Official data"
"PP","Producer Prices - Annual","48","Costa Rica","5532","Producer Price (USD/tonne)","567","Watermelons","2017","2017","USD","336.6","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","515","Apples","2017","2017","USD","364.5","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","526","Apricots","2017","2017","USD","862.5","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","44","Barley","2017","2017","USD","151.5","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","176","Beans, dry","2017","2017","USD","1231.6","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","414","Beans, green","2017","2017","USD","1057.3","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","358","Cabbages and other brassicas","2017","2017","USD","213.6","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","426","Carrots and turnips","2017","2017","USD","233.4","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","393","Cauliflowers and broccoli","2017","2017","USD","562.5","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","531","Cherries","2017","2017","USD","1681.8","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","530","Cherries, sour","2017","2017","USD","400.9","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","401","Chillies and peppers, green","2017","2017","USD","425.5","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","397","Cucumbers and gherkins","2017","2017","USD","642.4","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","1062","Eggs, hen, in shell","2017","2017","USD","1897.9","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","569","Figs","2017","2017","USD","2110.7","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","406","Garlic","2017","2017","USD","3319.5","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","560","Grapes","2017","2017","USD","794.7","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","225","Hazelnuts, with shell","2017","2017","USD","2870","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","1182","Honey, natural","2017","2017","USD","3800.8","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","407","Leeks, other alliaceous vegetables","2017","2017","USD","708.7","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","497","Lemons and limes","2017","2017","USD","861.5","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","USD","845.4","","Official data"
"PP","Producer Prices - Annual","98","Croatia","5532","Producer Price (USD/tonne)","56","Maize","2017","2017","USD","154.3","","Official data"
